S.No,Latitude,Longitude,Elevation (m),Slope (°),Annual Rainfall (mm),Clay content (%),Sand content (%),Silt content (%),Vol. water content at -10 kPa (%),Vol. water content at -33 kPa (%),Vol. water content at -1500 kPa (%),Soil moisture (m³/m³),Land cover,Distance to road (m),State,District,Subdivision / Taluk,Material Involved,Initiation Year,Elevation Band,Slope Band,Rainfall Band,Road Distance Band,Decade,Elevation Band Sort,Slope Band Sort,Rainfall Band Sort,Road Distance Band Sort
16596,27.050889,88.454083,1135.0,21.69,3143.0,25.4,37.3,37.3,40.7,35.5,16.0,0.16,Tree cover,12.4,West Bengal,Darjeeling,Kalimpong I,Debris,2010,1000–1500 m,20–30°,3000–4000 mm,10–50 m,2010s,3,3,5,2
16599,27.051148,88.453479,1122.0,18.08,3143.0,26.2,37.0,36.8,40.7,35.5,16.0,0.16,Tree cover,28.0,West Bengal,Darjeeling,Kalimpong I,Rock,2013,1000–1500 m,10–20°,3000–4000 mm,10–50 m,2010s,3,2,5,2
16600,27.05125,88.172056,1058.0,24.3,2590.0,26.1,35.7,38.2,40.0,33.2,14.8,0.148,Tree cover,4.2,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2016,1000–1500 m,20–30°,2500–3000 mm,0–10 m,2010s,3,3,4,1
16601,27.051306,88.194528,1221.0,14.53,2656.0,25.2,35.2,39.6,39.8,36.5,16.0,0.16,Tree cover,6.2,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2016,1000–1500 m,10–20°,2500–3000 mm,0–10 m,2010s,3,2,4,1
16602,27.051355,88.581248,1469.0,33.85,3295.0,29.4,37.9,32.7,41.2,34.5,18.3,0.183,Tree cover,49.4,West Bengal,Darjeeling,Lava,Rock,2013,1000–1500 m,30–40°,3000–4000 mm,10–50 m,2010s,3,4,5,2
16604,27.051718,88.202764,1331.0,32.56,2681.0,25.6,35.9,38.6,39.4,33.8,15.2,0.152,Tree cover,4.2,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1000–1500 m,30–40°,2500–3000 mm,0–10 m,2020s,3,4,4,1
16605,27.051722,88.202694,1331.0,32.56,2681.0,25.6,35.9,38.6,39.4,33.8,15.2,0.152,Tree cover,6.3,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2015,1000–1500 m,30–40°,2500–3000 mm,0–10 m,2010s,3,4,4,1
16606,27.051806,88.450722,1033.0,18.26,3143.0,26.2,36.4,37.4,40.7,35.5,16.0,0.16,Tree cover,257.3,West Bengal,Darjeeling,Kalimpong I,Rock,2010,1000–1500 m,10–20°,3000–4000 mm,100–500 m,2010s,3,2,5,4
16607,27.05225,88.531694,681.0,31.62,4182.0,28.7,36.0,35.2,41.2,35.0,15.7,0.157,Tree cover,5.4,West Bengal,Darjeeling,Lava,Debris,2010,500–1000 m,30–40°,>4000 mm,0–10 m,2010s,2,4,6,1
16611,27.052591,88.455332,1156.0,20.75,3143.0,25.4,37.3,37.3,40.7,35.5,16.0,0.16,Tree cover,26.1,West Bengal,Darjeeling,Kalimpong I,Debris,2013,1000–1500 m,20–30°,3000–4000 mm,10–50 m,2010s,3,3,5,2
16612,27.05265,88.45859,1277.0,18.61,3123.0,28.3,38.4,33.3,40.7,35.5,16.0,0.16,Tree cover,46.6,West Bengal,Darjeeling,Kalimpong I,Debris,2007,1000–1500 m,10–20°,3000–4000 mm,10–50 m,2000s,3,2,5,2
16613,27.052709,88.574587,1410.0,39.81,3294.0,28.0,39.4,32.6,40.3,33.4,17.0,0.17,Tree cover,179.1,West Bengal,Darjeeling,Lava,Rock,2012,1000–1500 m,30–40°,3000–4000 mm,100–500 m,2010s,3,4,5,4
16619,27.053173,88.433795,488.0,20.02,3873.0,26.5,36.1,37.4,40.7,35.1,15.6,0.156,Tree cover,296.1,West Bengal,Darjeeling,Kalimpong I,Rock,2013,0–500 m,20–30°,3000–4000 mm,100–500 m,2010s,1,3,5,4
16620,27.053222,88.267528,1933.0,34.05,2882.0,28.8,37.6,33.6,40.6,34.1,19.3,0.193,Tree cover,14.2,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2009,1500–2000 m,30–40°,2500–3000 mm,10–50 m,2000s,4,4,4,2
16621,27.053466,88.204204,1238.0,39.95,2681.0,26.1,36.0,37.9,39.4,33.8,15.2,0.152,Tree cover,11.3,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1000–1500 m,30–40°,2500–3000 mm,10–50 m,2020s,3,4,4,2
16623,27.054033,88.424748,305.0,28.89,3920.0,26.8,36.3,36.9,41.2,34.1,17.4,0.174,Tree cover,87.8,West Bengal,Darjeeling,Kalimpong I,Rock,2002,0–500 m,20–30°,3000–4000 mm,50–100 m,2000s,1,3,5,3
16624,27.054082,88.575352,1500.0,23.92,3295.0,29.1,38.7,32.2,40.3,33.4,17.0,0.17,Tree cover,29.1,West Bengal,Darjeeling,Lava,Rock,2012,1000–1500 m,20–30°,3000–4000 mm,10–50 m,2010s,3,3,5,2
16625,27.054175,88.279757,1736.0,15.6,2918.0,30.0,38.1,31.9,40.7,34.9,19.1,0.191,Tree cover,19.4,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2016,1500–2000 m,10–20°,2500–3000 mm,10–50 m,2010s,4,2,4,2
16626,27.054222,88.279694,1736.0,15.6,2918.0,30.0,38.1,31.9,40.7,34.9,19.1,0.191,Tree cover,12.3,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2009,1500–2000 m,10–20°,2500–3000 mm,10–50 m,2000s,4,2,4,2
16627,27.054289,88.434172,474.0,22.47,3873.0,26.5,36.1,37.4,40.7,35.1,15.6,0.156,Tree cover,180.9,West Bengal,Darjeeling,Kalimpong I,Rock,2013,0–500 m,20–30°,3000–4000 mm,100–500 m,2010s,1,3,5,4
16630,27.054333,88.586278,1509.0,28.07,3309.0,28.9,36.9,34.2,41.2,34.5,18.3,0.183,Tree cover,1.9,West Bengal,Darjeeling,Lava,Debris,2014,1500–2000 m,20–30°,3000–4000 mm,0–10 m,2010s,4,3,5,1
16631,27.05434,88.28044,1706.0,12.98,2918.0,30.0,38.1,31.9,40.7,34.9,19.1,0.191,Built-up,28.8,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2007,1500–2000 m,10–20°,2500–3000 mm,10–50 m,2000s,4,2,4,2
16632,27.0546,88.2046,1207.0,29.59,2681.0,26.1,36.0,37.9,39.4,33.8,15.2,0.152,Tree cover,25.0,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1000–1500 m,20–30°,2500–3000 mm,10–50 m,2020s,3,3,4,2
16633,27.054972,88.571167,1367.0,35.94,3294.0,29.2,38.3,32.5,40.8,33.0,17.5,0.175,Tree cover,7.6,West Bengal,Darjeeling,Lava,Rock,2015,1000–1500 m,30–40°,3000–4000 mm,0–10 m,2010s,3,4,5,1
16636,27.055056,88.473972,1035.0,11.88,3191.0,26.2,38.0,35.8,40.5,35.1,17.5,0.175,Tree cover,1.0,West Bengal,Darjeeling,Kalimpong I,Debris,2015,1000–1500 m,10–20°,3000–4000 mm,0–10 m,2010s,3,2,5,1
16637,27.055069,88.435513,570.0,27.24,3873.0,28.6,35.5,35.9,40.7,35.1,15.6,0.156,Tree cover,24.9,West Bengal,Darjeeling,Kalimpong I,Rock,2013,500–1000 m,20–30°,3000–4000 mm,10–50 m,2010s,2,3,5,2
16642,27.056,88.583333,1649.0,29.19,3295.0,28.7,36.8,34.5,41.2,34.5,18.3,0.183,Tree cover,3.5,West Bengal,Darjeeling,Lava,Rock,2014,1500–2000 m,20–30°,3000–4000 mm,0–10 m,2010s,4,3,5,1
16643,27.056028,88.480694,866.0,15.82,3611.0,26.7,38.3,35.0,40.5,35.1,17.5,0.175,Tree cover,317.9,West Bengal,Darjeeling,Kalimpong I,Debris,2004,500–1000 m,10–20°,3000–4000 mm,100–500 m,2000s,2,2,5,4
16644,27.056153,88.573056,1492.0,37.72,3294.0,28.7,38.1,33.2,40.3,33.4,17.0,0.17,Tree cover,19.1,West Bengal,Darjeeling,Lava,Rock,2013,1000–1500 m,30–40°,3000–4000 mm,10–50 m,2010s,3,4,5,2
16645,27.056203,88.260697,1945.0,40.01,2839.0,30.3,36.3,33.4,40.6,34.1,19.3,0.193,Built-up,5.9,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1500–2000 m,40–50°,2500–3000 mm,0–10 m,2020s,4,5,4,1
16647,27.056278,88.204799,1221.0,35.47,2681.0,26.0,35.6,38.4,39.4,33.8,15.2,0.152,Tree cover,9.8,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1000–1500 m,30–40°,2500–3000 mm,0–10 m,2020s,3,4,4,1
16649,27.056377,88.584199,1616.0,32.3,3309.0,28.7,36.8,34.5,41.2,34.5,18.3,0.183,Tree cover,45.7,West Bengal,Darjeeling,Lava,Rock,2013,1500–2000 m,30–40°,3000–4000 mm,10–50 m,2010s,4,4,5,2
16651,27.056565,88.409324,878.0,29.07,3712.0,24.5,35.5,40.0,41.5,35.8,16.7,0.167,Grassland,10.1,West Bengal,Darjeeling,Rangli Rangliot,Rock,2015,500–1000 m,20–30°,3000–4000 mm,10–50 m,2010s,2,3,5,2
16652,27.056639,88.40925,880.0,35.03,3712.0,24.5,35.5,40.0,41.5,35.8,16.7,0.167,Grassland,0.4,West Bengal,Darjeeling,Rangli Rangliot,Rock,2016,500–1000 m,30–40°,3000–4000 mm,0–10 m,2010s,2,4,5,1
16656,27.057,88.521,835.0,11.44,3929.0,27.3,37.0,35.7,41.0,36.2,16.4,0.164,Grassland,261.6,West Bengal,Darjeeling,Kalimpong I,Rock,2012,500–1000 m,10–20°,3000–4000 mm,100–500 m,2010s,2,2,5,4
16657,27.057136,88.521333,825.0,18.78,3929.0,27.3,37.0,35.7,41.0,36.2,16.4,0.164,Grassland,240.7,West Bengal,Darjeeling,Kalimpong I,Rock,2016,500–1000 m,10–20°,3000–4000 mm,100–500 m,2010s,2,2,5,4
16662,27.058,88.498361,513.0,33.98,4131.0,28.6,36.9,34.5,40.6,35.2,16.7,0.167,Tree cover,597.1,West Bengal,Darjeeling,Kalimpong I,Debris,2015,500–1000 m,30–40°,>4000 mm,500–1000 m,2010s,2,4,6,5
16664,27.058363,88.091683,2194.0,29.91,2548.0,32.9,34.0,33.1,40.9,34.2,17.3,0.173,Tree cover,175.9,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,1991,2000–3000 m,20–30°,2500–3000 mm,100–500 m,1990s,5,3,4,4
16665,27.058472,88.571722,1470.0,22.8,3269.0,27.8,38.2,34.0,41.0,35.0,17.4,0.174,Tree cover,1.4,West Bengal,Darjeeling,Lava,Debris,2015,1000–1500 m,20–30°,3000–4000 mm,0–10 m,2010s,3,3,5,1
16666,27.058611,88.252457,2064.0,8.64,2826.0,28.4,35.7,36.0,40.7,34.4,18.7,0.187,Tree cover,86.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2009,2000–3000 m,0–10°,2500–3000 mm,50–100 m,2000s,5,1,4,3
16667,27.058861,88.570583,1414.0,23.25,3269.0,29.1,37.8,33.1,41.0,35.0,17.4,0.174,Tree cover,5.1,West Bengal,Darjeeling,Lava,Rock,2015,1000–1500 m,20–30°,3000–4000 mm,0–10 m,2010s,3,3,5,1
16668,27.058908,88.870359,681.0,20.25,4945.0,27.8,38.2,34.1,45.6,33.4,18.6,0.186,Tree cover,50.1,West Bengal,Darjeeling,Gorubathan,Debris,1993,500–1000 m,20–30°,>4000 mm,50–100 m,1990s,2,3,6,3
16672,27.05913,88.45943,1261.0,17.32,3084.0,27.9,37.7,34.4,41.5,35.5,16.7,0.167,Tree cover,2.6,West Bengal,Darjeeling,Kalimpong I,Debris,2007,1000–1500 m,10–20°,3000–4000 mm,0–10 m,2000s,3,2,5,1
16673,27.059243,88.589275,1647.0,20.23,3252.0,26.7,37.1,36.2,40.8,34.2,19.0,0.19,Tree cover,44.6,West Bengal,Darjeeling,Lava,Rock,2013,1500–2000 m,20–30°,3000–4000 mm,10–50 m,2010s,4,3,5,2
16674,27.059583,88.358111,1725.0,27.6,3053.0,28.7,32.5,38.8,40.9,33.6,17.3,0.173,Tree cover,2.0,West Bengal,Darjeeling,Rangli Rangliot,Debris,2015,1500–2000 m,20–30°,3000–4000 mm,0–10 m,2010s,4,3,5,1
16675,27.059972,88.568836,1410.0,29.25,3269.0,29.4,38.1,32.4,41.0,35.0,17.4,0.174,Tree cover,26.3,West Bengal,Darjeeling,Lava,Rock,2012,1000–1500 m,20–30°,3000–4000 mm,10–50 m,2010s,3,3,5,2
16678,27.060093,88.674062,1820.0,30.48,3167.0,29.1,37.2,33.7,40.8,34.2,19.1,0.191,Tree cover,139.1,West Bengal,Darjeeling,Gorubathan,Debris,2007,1500–2000 m,30–40°,3000–4000 mm,100–500 m,2000s,4,4,5,4
16679,27.060348,88.093291,2211.0,26.94,2548.0,31.2,35.0,33.8,40.9,34.2,17.3,0.173,Tree cover,5.5,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,2000–3000 m,20–30°,2500–3000 mm,0–10 m,2020s,5,3,4,1
16687,27.061242,88.253403,2010.0,36.75,2826.0,27.5,36.6,35.9,40.7,34.4,18.7,0.187,Tree cover,2.1,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,2000–3000 m,30–40°,2500–3000 mm,0–10 m,2020s,5,4,4,1
16688,27.06127,88.2515,1948.0,30.44,2826.0,28.5,35.9,35.6,39.8,33.5,18.4,0.184,Built-up,61.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2009,1500–2000 m,30–40°,2500–3000 mm,50–100 m,2000s,4,4,4,3
16689,27.061278,88.149056,1654.0,33.63,2641.0,25.7,39.7,34.6,40.8,33.9,16.5,0.165,Tree cover,3.2,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2016,1500–2000 m,30–40°,2500–3000 mm,0–10 m,2010s,4,4,4,1
16693,27.061686,88.248164,1847.0,17.2,2843.0,29.4,35.8,34.8,39.8,33.5,18.4,0.184,Built-up,0.4,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1500–2000 m,10–20°,2500–3000 mm,0–10 m,2020s,4,2,4,1
16694,27.061813,88.312828,679.0,27.87,3336.0,25.0,37.7,37.2,41.2,35.6,19.0,0.19,Tree cover,251.8,West Bengal,Darjeeling,Rangli Rangliot,Debris,2014,500–1000 m,20–30°,3000–4000 mm,100–500 m,2010s,2,3,5,4
16699,27.062056,88.648611,1628.0,29.46,3312.0,28.5,39.2,32.3,41.4,33.8,17.9,0.179,Tree cover,440.2,West Bengal,Darjeeling,Gorubathan,Debris,2015,1500–2000 m,20–30°,3000–4000 mm,100–500 m,2010s,4,3,5,4
16701,27.062361,88.257667,1801.0,31.09,2826.0,29.0,35.1,35.9,40.7,34.4,18.7,0.187,Tree cover,112.0,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2009,1500–2000 m,30–40°,2500–3000 mm,100–500 m,2000s,4,4,4,4
16702,27.062377,88.257696,1786.0,25.83,2826.0,29.0,35.1,35.9,40.7,34.4,18.7,0.187,Tree cover,109.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2014,1500–2000 m,20–30°,2500–3000 mm,100–500 m,2010s,4,3,4,4
16703,27.062618,88.245872,1782.0,48.17,2843.0,29.0,35.9,35.0,39.8,33.5,18.4,0.184,Tree cover,93.5,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2021,1500–2000 m,40–50°,2500–3000 mm,50–100 m,2020s,4,5,4,3
16704,27.062724,88.298918,977.0,30.59,2883.0,25.4,34.9,39.7,39.3,34.5,16.4,0.164,Tree cover,364.5,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2014,500–1000 m,30–40°,2500–3000 mm,100–500 m,2010s,2,4,4,4
16706,27.062786,88.565429,1497.0,25.84,3261.0,29.4,38.2,32.4,41.1,35.0,17.9,0.179,Tree cover,104.2,West Bengal,Darjeeling,Lava,Rock,2013,1000–1500 m,20–30°,3000–4000 mm,100–500 m,2010s,3,3,5,4
16707,27.062861,88.254667,1899.0,34.77,2826.0,28.8,36.0,35.2,40.7,34.4,18.7,0.187,Tree cover,54.1,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2009,1500–2000 m,30–40°,2500–3000 mm,50–100 m,2000s,4,4,4,3
16708,27.063,88.555278,1288.0,28.33,3232.0,27.5,38.5,34.0,40.8,34.2,17.8,0.178,Tree cover,4.5,West Bengal,Darjeeling,Lava,Debris,2016,1000–1500 m,20–30°,3000–4000 mm,0–10 m,2010s,3,3,5,1
16709,27.063041,88.090605,2087.0,29.75,2552.0,32.9,34.1,33.0,40.7,33.8,18.2,0.182,Tree cover,10.6,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,2000–3000 m,20–30°,2500–3000 mm,10–50 m,2020s,5,3,4,2
16710,27.063181,88.256254,1864.0,26.07,2826.0,29.0,35.1,35.9,40.7,34.4,18.7,0.187,Tree cover,8.9,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2015,1500–2000 m,20–30°,2500–3000 mm,0–10 m,2010s,4,3,4,1
16711,27.063222,88.256222,1854.0,25.47,2826.0,29.0,35.1,35.9,40.7,34.4,18.7,0.187,Tree cover,5.5,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2009,1500–2000 m,20–30°,2500–3000 mm,0–10 m,2000s,4,3,4,1
16713,27.063325,88.21043,1002.0,27.05,2804.0,25.6,35.4,39.0,40.0,35.8,15.9,0.159,Grassland,2.8,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1000–1500 m,20–30°,2500–3000 mm,0–10 m,2020s,3,3,4,1
16714,27.063352,88.25532,1856.0,27.63,2826.0,28.8,36.0,35.2,40.7,34.4,18.7,0.187,Tree cover,13.5,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2014,1500–2000 m,20–30°,2500–3000 mm,10–50 m,2010s,4,3,4,2
16715,27.0634,88.245093,1647.0,41.39,2843.0,28.9,36.4,34.7,39.8,33.5,18.4,0.184,Tree cover,192.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2014,1500–2000 m,40–50°,2500–3000 mm,100–500 m,2010s,4,5,4,4
16717,27.063944,88.255639,1824.0,18.52,2826.0,28.8,36.0,35.2,40.7,34.4,18.7,0.187,Tree cover,11.8,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2009,1500–2000 m,10–20°,2500–3000 mm,10–50 m,2000s,4,2,4,2
16719,27.064,88.554,1237.0,40.97,3232.0,27.5,37.7,34.8,40.8,34.2,17.8,0.178,Tree cover,24.9,West Bengal,Darjeeling,Lava,Rock,2013,1000–1500 m,40–50°,3000–4000 mm,10–50 m,2010s,3,5,5,2
16718,27.064,88.564,1455.0,34.66,3261.0,29.8,37.2,33.0,41.1,35.0,17.9,0.179,Tree cover,40.1,West Bengal,Darjeeling,Lava,Rock,2012,1000–1500 m,30–40°,3000–4000 mm,10–50 m,2010s,3,4,5,2
16720,27.064007,88.254863,1845.0,29.61,2826.0,28.5,34.5,37.0,40.7,34.4,18.7,0.187,Tree cover,24.6,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2014,1500–2000 m,20–30°,2500–3000 mm,10–50 m,2010s,4,3,4,2
16721,27.064034,88.25481,1857.0,31.46,2826.0,28.5,34.5,37.0,40.7,34.4,18.7,0.187,Tree cover,20.0,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2009,1500–2000 m,30–40°,2500–3000 mm,10–50 m,2000s,4,4,4,2
16723,27.064109,88.250823,1921.0,13.08,2826.0,30.3,36.6,33.0,39.8,33.5,18.4,0.184,Tree cover,14.5,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1500–2000 m,10–20°,2500–3000 mm,10–50 m,2020s,4,2,4,2
16724,27.06415,88.6615,1767.0,13.05,3221.0,26.9,35.4,37.7,41.4,33.5,18.2,0.182,Tree cover,122.0,West Bengal,Darjeeling,Gorubathan,Debris,2007,1500–2000 m,10–20°,3000–4000 mm,100–500 m,2000s,4,2,5,4
16725,27.064174,88.493381,659.0,29.91,4036.0,27.9,37.7,34.3,41.4,34.8,17.0,0.17,Grassland,517.3,West Bengal,Darjeeling,Kalimpong I,Debris,2010,500–1000 m,20–30°,>4000 mm,500–1000 m,2010s,2,3,6,5
16726,27.064389,88.670583,1767.0,31.85,3167.0,26.9,37.1,36.1,40.8,34.2,19.1,0.191,Built-up,11.0,West Bengal,Darjeeling,Gorubathan,Rock,2012,1500–2000 m,30–40°,3000–4000 mm,10–50 m,2010s,4,4,5,2
16727,27.064508,88.606233,1593.0,32.51,3263.0,29.0,36.7,34.3,41.1,34.2,18.6,0.186,Bare / sparse vegetation,585.6,West Bengal,Darjeeling,Lava,Debris,2010,1500–2000 m,30–40°,3000–4000 mm,500–1000 m,2010s,4,4,5,5
16731,27.065197,88.094377,2128.0,24.99,2548.0,32.3,33.8,33.9,40.9,34.2,17.3,0.173,Tree cover,3.8,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,2000–3000 m,20–30°,2500–3000 mm,0–10 m,2020s,5,3,4,1
16733,27.06539,88.530093,662.0,40.15,4123.0,27.3,36.4,36.3,41.7,36.3,17.2,0.172,Tree cover,543.6,West Bengal,Darjeeling,Kalimpong I,Debris,2014,500–1000 m,40–50°,>4000 mm,500–1000 m,2010s,2,5,6,5
16734,27.065465,88.293073,1110.0,36.07,2883.0,25.4,36.3,38.3,40.6,34.1,17.8,0.178,Tree cover,203.4,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2010,1000–1500 m,30–40°,2500–3000 mm,100–500 m,2010s,3,4,4,4
16735,27.065556,88.667583,1769.0,37.36,3167.0,27.4,37.4,35.2,41.4,33.5,18.2,0.182,Tree cover,8.3,West Bengal,Darjeeling,Gorubathan,Rock,2012,1500–2000 m,30–40°,3000–4000 mm,0–10 m,2010s,4,4,5,1
16736,27.065611,88.183693,926.0,31.33,2822.0,22.5,35.5,42.0,39.9,34.2,16.5,0.165,Tree cover,2.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2021,500–1000 m,30–40°,2500–3000 mm,0–10 m,2020s,2,4,4,1
16737,27.065623,88.18336,930.0,30.13,2822.0,22.5,35.5,42.0,39.9,34.2,16.5,0.165,Tree cover,0.0,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2021,500–1000 m,30–40°,2500–3000 mm,0–10 m,2020s,2,4,4,1
16738,27.065733,88.184158,940.0,30.44,2822.0,22.6,35.3,42.2,39.5,35.5,17.4,0.174,Tree cover,5.5,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2021,500–1000 m,30–40°,2500–3000 mm,0–10 m,2020s,2,4,4,1
16740,27.065923,88.18416,940.0,30.44,2822.0,22.6,35.3,42.2,39.5,35.5,17.4,0.174,Tree cover,4.6,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,500–1000 m,30–40°,2500–3000 mm,0–10 m,2020s,2,4,4,1
16743,27.066028,88.476472,1061.0,16.01,3471.0,26.4,38.2,35.4,40.8,33.4,15.8,0.158,Tree cover,8.2,West Bengal,Darjeeling,Kalimpong I,Rock,2015,1000–1500 m,10–20°,3000–4000 mm,0–10 m,2010s,3,2,5,1
16746,27.066152,88.49369,774.0,22.04,4036.0,27.1,37.5,35.4,41.4,34.8,17.0,0.17,Tree cover,354.4,West Bengal,Darjeeling,Kalimpong I,Debris,2012,500–1000 m,20–30°,>4000 mm,100–500 m,2010s,2,3,6,4
16747,27.066222,88.474194,1100.0,10.27,3110.0,26.4,38.2,35.4,40.8,33.4,15.8,0.158,Tree cover,17.4,West Bengal,Darjeeling,Kalimpong I,Debris,2015,1000–1500 m,10–20°,3000–4000 mm,10–50 m,2010s,3,2,5,2
16748,27.066264,88.239635,1362.0,43.52,2846.0,26.1,36.5,37.4,39.6,33.0,14.7,0.147,Tree cover,164.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2014,1000–1500 m,40–50°,2500–3000 mm,100–500 m,2010s,3,5,4,4
16749,27.06631,88.184315,953.0,31.28,2822.0,22.6,36.2,41.2,40.0,35.4,16.8,0.168,Tree cover,7.0,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2021,500–1000 m,30–40°,2500–3000 mm,0–10 m,2020s,2,4,4,1
16750,27.066407,88.429101,299.0,21.68,3921.0,27.9,35.7,36.4,40.8,34.8,16.0,0.16,Tree cover,2.6,West Bengal,Darjeeling,Kalimpong I,Debris,2014,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
16753,27.0665,88.428333,260.0,37.09,3921.0,28.4,35.3,36.4,40.8,34.8,16.0,0.16,Tree cover,58.3,West Bengal,Darjeeling,Kalimpong I,Rock,2015,0–500 m,30–40°,3000–4000 mm,50–100 m,2010s,1,4,5,3
16763,27.067002,88.189484,829.0,15.55,2658.0,23.1,35.7,41.2,40.0,35.4,16.8,0.168,Built-up,11.0,West Bengal,Darjeeling,Darjeeling Pulbazar,Rock,2014,500–1000 m,10–20°,2500–3000 mm,10–50 m,2010s,2,2,4,2
16764,27.067223,88.250837,1869.0,24.52,2857.0,27.8,36.9,35.4,39.9,33.3,16.2,0.162,Built-up,4.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1500–2000 m,20–30°,2500–3000 mm,0–10 m,2020s,4,3,4,1
16765,27.067248,88.089425,1882.0,28.08,2511.0,28.1,34.9,37.0,40.9,33.9,17.0,0.17,Tree cover,1.3,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1500–2000 m,20–30°,2500–3000 mm,0–10 m,2020s,4,3,4,1
16766,27.06734,88.183136,1031.0,22.39,2608.0,22.7,37.0,40.3,40.5,31.1,16.6,0.166,Tree cover,5.7,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1000–1500 m,20–30°,2500–3000 mm,0–10 m,2020s,3,3,4,1
16768,27.067558,88.174335,1302.0,28.54,2658.0,22.5,38.7,38.8,40.2,34.4,16.1,0.161,Tree cover,1.8,West Bengal,Darjeeling,Darjeeling Pulbazar,Debris,2021,1000–1500 m,20–30°,2500–3000 mm,0–10 m,2020s,3,3,4,1
16769,27.0676,88.6644,1820.0,19.48,3071.0,30.1,36.8,33.1,40.6,33.9,19.3,0.193,Tree cover,34.9,West Bengal,Darjeeling,Gorubathan,Rock,2007,1500–2000 m,10–20°,3000–4000 mm,10–50 m,2000s,4,2,5,2
16770,27.067696,88.429711,254.0,23.02,3915.0,27.9,35.7,36.4,40.8,34.8,16.0,0.16,Tree cover,25.2,West Bengal,Darjeeling,Kalimpong I,Debris,2007,0–500 m,20–30°,3000–4000 mm,10–50 m,2000s,1,3,5,2
16771,27.067944,88.430028,269.0,28.15,3915.0,27.9,35.7,36.4,40.8,34.8,16.0,0.16,Built-up,2.4,West Bengal,Darjeeling,Kalimpong I,Debris,2014,0–500 m,20–30°,3000–4000 mm,0–10 m,2010s,1,3,5,1
16774,27.068074,88.662675,1826.0,30.98,3071.0,28.9,37.6,33.5,40.6,33.9,19.3,0.193,Tree cover,17.9,West Bengal,Darjeeling,Gorubathan,Debris,2007,1500–2000 m,30–40°,3000–4000 mm,10–50 m,2000s,4,4,5,2
16779,27.068226,88.49672,879.0,30.72,3495.0,26.8,38.3,34.9,41.1,33.1,16.6,0.166,Tree cover,138.1,West Bengal,Darjeeling,Kalimpong I,Debris,2014,500–1000 m,30–40°,3000–4000 mm,100–500 m,2010s,2,4,5,4
